# seconds,temp_c,pressure_mbar,temp_from_pressure_c,depth_m,altitude_m
601.99,24.11,1039.30,24.61,0.26,-214.54
603.07,24.12,1038.90,24.61,0.26,-211.27
604.14,24.12,1038.90,24.61,0.26,-211.27
605.22,24.12,1038.50,24.61,0.25,-208.01
606.29,24.12,1038.90,24.61,0.26,-211.27
607.37,24.12,1039.10,24.62,0.26,-212.90
608.45,24.12,1039.60,24.62,0.26,-216.98
609.52,24.13,1039.30,24.62,0.26,-214.54
610.59,24.13,1039.10,24.62,0.26,-212.90
611.67,24.12,1038.90,24.63,0.26,-211.27
612.83,24.13,1038.50,24.62,0.25,-208.01
613.91,24.13,1039.00,24.63,0.26,-212.09
